Ont	Terms	Annotated	Significant	Expected	classic	Genes
BP	GO:0009914:Hormone transport	317	8	0.98	5.8e-06	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,NPPA,TBX3
BP	GO:0051592:Response to calcium ion	148	6	0.46	6.5e-06	CAMK2D,CASQ2,RYR2,RYR3,SCN5A,TRPC1
BP	GO:0009743:Response to carbohydrate	230	7	0.71	6.9e-06	ADCY5,GJD3,KCNJ11,PPARGC1A,PRKACA,SLC8A1,TGFB1
BP	GO:0048518:Positive regulation of biological process	6229	36	19.35	7.0e-06	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1B1,ATP2A2,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CAMK2D,CASQ2,COL1A1,COL3A1,KCNH2,KCNJ11,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SCN5A,SLC8A1,TBX3,TGFB1,TRPC1
BP	GO:0043434:Response to peptide hormone	436	9	1.35	7.3e-06	ADCY4,ADCY5,COL1A1,NPPA,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0045921:Positive regulation of exocytosis	88	5	0.27	7.8e-06	CACNA1D,CACNA1G,CACNA1H,CACNB2,NPPA
BP	GO:0071872:Cellular response to epinephrine stimulus	13	3	0.04	8.0e-06	PDE4D,PRKACA,RYR2
BP	GO:0055067:Monovalent inorganic cation homeostasis	154	6	0.48	8.1e-06	ATP1A2,ATP1B1,CLCN3,KCNH2,SCN7A,SLC8A1
BP	GO:0055013:Cardiac muscle cell development	89	5	0.28	8.3e-06	ADRA1A,MYH6,NPPA,SLC8A1,TBX3
BP	GO:1904063:Negative regulation of cation transmembrane transport	91	5	0.28	9.2e-06	ATP1A2,CAMK2D,CASQ2,KCNH2,TGFB1
BP	GO:0010646:Regulation of cell communication	3637	26	11.3	9.8e-06	ABCC8,ADCY5,ADRA1A,ADRA1B,ADRB2,ATP1A2,ATP2A2,CACNA1C,CACNA1D,CACNA2D2,CACNB2,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,KCNJ11,NPPA,PDE2A,PDE4D,PPARGC1A,PRKACA,PRKAR2B,RYR2,SLC8A1,TGFB1
BP	GO:0036376:Sodium ion export across plasma membrane	14	3	0.04	1.0e-05	ATP1A2,ATP1B1,SLC8A1
BP	GO:0055006:Cardiac cell development	95	5	0.3	1.1e-05	ADRA1A,MYH6,NPPA,SLC8A1,TBX3
BP	GO:0045776:Negative regulation of blood pressure	46	4	0.14	1.2e-05	ADRA1A,ADRB1,ADRB2,NPPA
BP	GO:1901841:Regulation of high voltage-gated calcium channel activity	15	3	0.05	1.3e-05	CACNA2D1,CACNB2,NPPA
BP	GO:0035051:Cardiocyte differentiation	167	6	0.52	1.3e-05	ADRA1A,MYH6,NPPA,SLC8A1,TBX3,TGFB1
BP	GO:0003205:Cardiac chamber development	171	6	0.53	1.5e-05	MYH6,PDE2A,RYR2,SCN5A,TBX3,TGFB1
BP	GO:0003254:Regulation of membrane depolarization	49	4	0.15	1.6e-05	CACNA1G,CAMK2D,HCN4,SCN5A
BP	GO:0046883:Regulation of hormone secretion	262	7	0.81	1.6e-05	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,NPPA
BP	GO:0034766:Negative regulation of ion transmembrane transport	103	5	0.32	1.7e-05	ATP1A2,CAMK2D,CASQ2,KCNH2,TGFB1
BP	GO:0050796:Regulation of insulin secretion	176	6	0.55	1.7e-05	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11
BP	GO:0046928:Regulation of neurotransmitter secretion	104	5	0.32	1.8e-05	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2
BP	GO:0006883:Cellular sodium ion homeostasis	17	3	0.05	1.9e-05	ATP1A2,ATP1B1,SLC8A1
BP	GO:0051284:Positive regulation of sequestering of calcium ion	17	3	0.05	1.9e-05	CASQ2,RYR2,TGFB1
BP	GO:0006836:Neurotransmitter transport	270	7	0.84	2.0e-05	ADRA1A,ATP1A2,ATP2A2,CACNA1D,CACNB2,CHRM2,NPPA
BP	GO:0043502:Regulation of muscle adaptation	107	5	0.33	2.0e-05	ADRA1A,ATP2A2,CAMK2D,PPARGC1A,SCN5A
BP	GO:0055078:Sodium ion homeostasis	52	4	0.16	2.0e-05	ATP1A2,ATP1B1,SCN7A,SLC8A1
BP	GO:0071320:Cellular response to cAMP	53	4	0.16	2.2e-05	HCN1,HCN4,PDE2A,SLC8A1
BP	GO:0035994:Response to muscle stretch	18	3	0.06	2.2e-05	NPPA,RYR2,SLC8A1
BP	GO:0051270:Regulation of cellular component movement	1097	13	3.41	2.5e-05	ATP1A2,ATP2A2,CACNA1C,CAMK2D,COL1A1,COL3A1,HCN4,PDE4D,PPARGC1A,RYR2,SCN5A,SLC8A1,TGFB1
BP	GO:0071248:Cellular response to metal ion	188	6	0.58	2.5e-05	CACNA1H,CAMK2D,KCNK3,PPARGC1A,RYR3,SCN5A
BP	GO:0043279:Response to alkaloid	112	5	0.35	2.5e-05	CASQ2,PPARGC1A,RYR2,RYR3,SLC8A1
BP	GO:0098693:Regulation of synaptic vesicle cycle	112	5	0.35	2.5e-05	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2
BP	GO:0003229:Ventricular cardiac muscle tissue development	55	4	0.17	2.5e-05	MYH6,RYR2,TBX3,TGFB1
BP	GO:0014706:Striated muscle tissue development	390	8	1.21	2.6e-05	ADRA1A,MYH6,NPPA,PRKAR1A,RYR2,SLC8A1,TBX3,TGFB1
BP	GO:0097623:Potassium ion export across plasma membrane	19	3	0.06	2.7e-05	KCND3,KCNH2,NPPA
BP	GO:0070482:Response to oxygen levels	394	8	1.22	2.8e-05	ATP1B1,COL1A1,KCNK3,NPPA,PPARGC1A,RYR2,SLC8A1,TGFB1
BP	GO:0099504:Synaptic vesicle cycle	193	6	0.6	2.9e-05	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2,CLCN3
BP	GO:0014888:Striated muscle adaptation	57	4	0.18	2.9e-05	ATP2A2,MYH6,NPPA,PPARGC1A
BP	GO:0016079:Synaptic vesicle exocytosis	120	5	0.37	3.5e-05	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2
BP	GO:0045860:Positive regulation of protein kinase activity	532	9	1.65	3.6e-05	ADCY4,ADCY5,ADRA1A,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:1902305:Regulation of sodium ion transmembrane transport	62	4	0.19	4.1e-05	ATP1A2,ATP1B1,CAMK2D,SCN5A
BP	GO:0009190:Cyclic nucleotide biosynthetic process	22	3	0.07	4.2e-05	ADCY4,ADCY5,NPPA
BP	GO:0046058:CAMP metabolic process	22	3	0.07	4.2e-05	ADCY4,ADCY5,PDE4D
BP	GO:0052652:Cyclic purine nucleotide metabolic process	22	3	0.07	4.2e-05	ADCY4,ADCY5,NPPA
BP	GO:0060627:Regulation of vesicle-mediated transport	544	9	1.69	4.2e-05	ADRA1A,ATP2A2,CACNA1D,CACNA1G,CACNA1H,CACNB2,CHRM2,NPPA,TGFB1
BP	GO:0030073:Insulin secretion	207	6	0.64	4.3e-05	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11
BP	GO:0090276:Regulation of peptide hormone secretion	208	6	0.65	4.4e-05	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11
BP	GO:0032940:Secretion by cell	1529	15	4.75	4.8e-05	ABCC8,ADCY5,ADRA1A,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D2,CACNB2,CHRM2,KCNJ11,NPPA,TBX3,TGFB1
BP	GO:0072359:Circulatory system development	1169	13	3.63	4.8e-05	ADRA1A,CACNA1C,COL1A1,COL3A1,MYH6,NPPA,PDE2A,PRKAR1A,RYR2,SCN5A,SLC8A1,TBX3,TGFB1
BP	GO:0034763:Negative regulation of transmembrane transport	128	5	0.4	4.8e-05	ATP1A2,CAMK2D,CASQ2,KCNH2,TGFB1
BP	GO:1901016:Regulation of potassium ion transmembrane transporter activity	65	4	0.2	4.9e-05	ATP1B1,CACNA1D,CASQ2,NPPA
BP	GO:0099003:Vesicle-mediated transport in synapse	213	6	0.66	5.1e-05	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2,CLCN3
BP	GO:0071241:Cellular response to inorganic substance	215	6	0.67	5.3e-05	CACNA1H,CAMK2D,KCNK3,PPARGC1A,RYR3,SCN5A
BP	GO:0071375:Cellular response to peptide hormone stimulus	321	7	1	5.9e-05	ADCY4,ADCY5,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0009605:Response to external stimulus	2816	21	8.75	6.0e-05	ABCC9,ADRA1A,ADRB1,ADRB2,ATP1A2,ATP2A2,CAMK2D,CHRM2,COL1A1,COL3A1,KCNJ11,NPPA,PDE2A,PDE4D,PPARGC1A,PRKACA,RYR2,RYR3,SCN7A,SLC8A1,TGFB1
BP	GO:0033674:Positive regulation of kinase activity	573	9	1.78	6.3e-05	ADCY4,ADCY5,ADRA1A,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0019226:Transmission of nerve impulse	72	4	0.22	7.4e-05	CACNA1G,CACNA1H,SCN5A,SCN7A
BP	GO:0032147:Activation of protein kinase activity	333	7	1.03	7.4e-05	ADCY4,ADCY5,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0002021:Response to dietary excess	27	3	0.08	7.9e-05	ADRB1,ADRB2,PPARGC1A
BP	GO:0060307:Regulation of ventricular cardiac muscle cell membrane repolarization	27	3	0.08	7.9e-05	CACNA2D1,KCNH2,SCN5A
BP	GO:0043085:Positive regulation of catalytic activity	1420	14	4.41	8.6e-05	ADCY4,ADCY5,ADRA1A,ADRB1,ADRB2,ATP1B1,CACNA1C,CACNA1D,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0042310:Vasoconstriction	76	4	0.24	9.1e-05	ADRA1A,ADRA1B,ATP1A2,SLC8A1
BP	GO:0098735:Positive regulation of the force of heart contraction	5	2	0.02	9.4e-05	RYR2,SLC8A1
BP	GO:1901843:Positive regulation of high voltage-gated calcium channel activity	5	2	0.02	9.4e-05	CACNA2D1,CACNB2
BP	GO:0055075:Potassium ion homeostasis	29	3	0.09	9.8e-05	ATP1A2,ATP1B1,KCNH2
BP	GO:0009266:Response to temperature stimulus	243	6	0.75	0.00011	ADRB1,ADRB2,ATP2A2,CAMK2D,PPARGC1A,PRKACA
BP	GO:0001666:Response to hypoxia	359	7	1.12	0.00012	ATP1B1,KCNK3,NPPA,PPARGC1A,RYR2,SLC8A1,TGFB1
BP	GO:0003299:Muscle hypertrophy in response to stress	31	3	0.1	0.00012	ATP2A2,MYH6,NPPA
BP	GO:0014887:Cardiac muscle adaptation	31	3	0.1	0.00012	ATP2A2,MYH6,NPPA
BP	GO:0014898:Cardiac muscle hypertrophy in response to stress	31	3	0.1	0.00012	ATP2A2,MYH6,NPPA
BP	GO:0033198:Response to ATP	31	3	0.1	0.00012	KCNJ11,RYR3,SLC8A1
BP	GO:0046903:Secretion	1661	15	5.16	0.00012	ABCC8,ADCY5,ADRA1A,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D2,CACNB2,CHRM2,KCNJ11,NPPA,TBX3,TGFB1
BP	GO:0060415:Muscle tissue morphogenesis	82	4	0.25	0.00012	COL3A1,MYH6,RYR2,TGFB1
BP	GO:0030072:Peptide hormone secretion	250	6	0.78	0.00012	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11
BP	GO:0043271:Negative regulation of ion transport	157	5	0.49	0.00013	ATP1A2,CAMK2D,CASQ2,KCNH2,TGFB1
BP	GO:0097756:Negative regulation of blood vessel diameter	84	4	0.26	0.00013	ADRA1A,ADRA1B,ATP1A2,SLC8A1
BP	GO:0003057:Regulation of the force of heart contraction by chemical signal	6	2	0.02	0.00014	ADRA1A,ADRB1
BP	GO:0071321:Cellular response to cGMP	6	2	0.02	0.00014	HCN4,PDE2A
BP	GO:1901897:Regulation of relaxation of cardiac muscle	6	2	0.02	0.00014	CAMK2D,PDE4D
BP	GO:0036293:Response to decreased oxygen levels	370	7	1.15	0.00014	ATP1B1,KCNK3,NPPA,PPARGC1A,RYR2,SLC8A1,TGFB1
BP	GO:0031667:Response to nutrient levels	499	8	1.55	0.00015	ADRB1,ADRB2,COL1A1,KCNJ11,PPARGC1A,RYR3,SLC8A1,TGFB1
BP	GO:0050878:Regulation of body fluid levels	501	8	1.56	0.00015	ADCY4,ADCY5,COL1A1,COL3A1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0070050:Neuron cellular homeostasis	34	3	0.11	0.00016	CACNA1D,CACNB2,CLCN3
BP	GO:0090066:Regulation of anatomical structure size	506	8	1.57	0.00016	ADRA1A,ADRA1B,ADRB1,ADRB2,ATP1A2,CLCN3,NPPA,SLC8A1
BP	GO:0048644:Muscle organ morphogenesis	88	4	0.27	0.00016	COL3A1,MYH6,RYR2,TGFB1
BP	GO:0010562:Positive regulation of phosphorus metabolic process	1138	12	3.54	0.00016	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0045937:Positive regulation of phosphate metabolic process	1138	12	3.54	0.00016	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0051347:Positive regulation of transferase activity	651	9	2.02	0.00017	ADCY4,ADCY5,ADRA1A,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0007193:Adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	89	4	0.28	0.00017	ADCY4,ADCY5,CHRM2,PDE2A
BP	GO:1901385:Regulation of voltage-gated calcium channel activity	35	3	0.11	0.00017	CACNA2D1,CACNB2,NPPA
BP	GO:0007269:Neurotransmitter secretion	170	5	0.53	0.00018	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2
BP	GO:0099643:Signal release from synapse	170	5	0.53	0.00018	ADRA1A,ATP2A2,CACNA1D,CACNB2,CHRM2
BP	GO:0048522:Positive regulation of cellular process	5642	31	17.53	0.00019	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB2,ATP1B1,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNB2,CAMK2D,CASQ2,COL1A1,COL3A1,KCNH2,KCNJ11,NPPA,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SCN5A,SLC8A1,TBX3,TGFB1,TRPC1
BP	GO:0009152:Purine ribonucleotide biosynthetic process	172	5	0.53	0.00019	ADCY4,ADCY5,NPPA,PPARGC1A,TGFB1
BP	GO:0070305:Response to cGMP	7	2	0.02	0.00020	HCN4,PDE2A
BP	GO:0086028:Bundle of His cell to Purkinje myocyte signaling	7	2	0.02	0.00020	CACNA2D1,SCN5A
BP	GO:0086043:Bundle of His cell action potential	7	2	0.02	0.00020	CACNA2D1,SCN5A
BP	GO:0048589:Developmental growth	674	9	2.09	0.00022	ADRA1A,ADRB1,ADRB2,CACNA2D2,MYH6,NPPA,PDE4D,PRKAR1A,TGFB1
BP	GO:0051590:Positive regulation of neurotransmitter transport	38	3	0.12	0.00022	CACNA1D,CACNB2,NPPA
BP	GO:0009991:Response to extracellular stimulus	531	8	1.65	0.00022	ADRB1,ADRB2,COL1A1,KCNJ11,PPARGC1A,RYR3,SLC8A1,TGFB1
BP	GO:0009150:Purine ribonucleotide metabolic process	399	7	1.24	0.00023	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:0120162:Positive regulation of cold-induced thermogenesis	97	4	0.3	0.00023	ADRB1,ADRB2,PPARGC1A,PPARGC1B
BP	GO:0030501:Positive regulation of bone mineralization	39	3	0.12	0.00024	ADRB2,SLC8A1,TGFB1
BP	GO:0050848:Regulation of calcium-mediated signaling	98	4	0.3	0.00024	CAMK2D,CASQ2,PDE4D,PRKACA
BP	GO:0003062:Regulation of heart rate by chemical signal	8	2	0.02	0.00026	KCNH2,PDE4D
BP	GO:1903764:Regulation of potassium ion export across plasma membrane	8	2	0.02	0.00026	KCNH2,NPPA
BP	GO:0009260:Ribonucleotide biosynthetic process	185	5	0.57	0.00027	ADCY4,ADCY5,NPPA,PPARGC1A,TGFB1
BP	GO:0050873:Brown fat cell differentiation	41	3	0.13	0.00028	ADRB1,ADRB2,PPARGC1A
BP	GO:1901381:Positive regulation of potassium ion transmembrane transport	41	3	0.13	0.00028	ATP1B1,KCNH2,NPPA
BP	GO:0009259:Ribonucleotide metabolic process	414	7	1.29	0.00028	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:0051240:Positive regulation of multicellular organismal process	1811	15	5.63	0.00032	ADRA1A,ADRA1B,ADRB1,ADRB2,ATP2A2,CACNA2D2,CAMK2D,COL1A1,NPPA,PDE4D,PPARGC1A,PPARGC1B,RYR2,SLC8A1,TGFB1
BP	GO:0017158:Regulation of calcium ion-dependent exocytosis	43	3	0.13	0.00032	ATP2A2,CACNA1G,CACNA1H
BP	GO:1903170:Negative regulation of calcium ion transmembrane transport	43	3	0.13	0.00032	ATP1A2,CASQ2,TGFB1
BP	GO:0006164:Purine nucleotide biosynthetic process	192	5	0.6	0.00032	ADCY4,ADCY5,NPPA,PPARGC1A,TGFB1
BP	GO:0046390:Ribose phosphate biosynthetic process	192	5	0.6	0.00032	ADCY4,ADCY5,NPPA,PPARGC1A,TGFB1
BP	GO:0019693:Ribose phosphate metabolic process	424	7	1.32	0.00033	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:0045762:Positive regulation of adenylate cyclase activity	9	2	0.03	0.00034	CACNA1C,CACNA1D
BP	GO:1901844:Regulation of cell communication by electrical coupling involved in cardiac conduction	9	2	0.03	0.00034	CAMK2D,PDE4D
BP	GO:2000302:Positive regulation of synaptic vesicle exocytosis	9	2	0.03	0.00034	CACNA1D,CACNB2
BP	GO:0030004:Cellular monovalent inorganic cation homeostasis	108	4	0.34	0.00035	ATP1A2,ATP1B1,CLCN3,SLC8A1
BP	GO:0006163:Purine nucleotide metabolic process	432	7	1.34	0.00037	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:0050877:Nervous system process	1437	13	4.46	0.00038	ADCY5,ADRA1A,ADRB2,ATP1A2,CACNA1D,CACNA1G,CACNA1H,CACNB2,COL1A1,KCNJ11,PRKAR2B,SCN5A,SCN7A
BP	GO:0042327:Positive regulation of phosphorylation	1068	11	3.32	0.00039	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0060419:Heart growth	112	4	0.35	0.00041	ADRA1A,MYH6,NPPA,PRKAR1A
BP	GO:0009888:Tissue development	2066	16	6.42	0.00041	ADRA1A,ADRB2,ATP2A2,COL1A1,COL3A1,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PRKACA,PRKAR1A,RYR2,SLC8A1,TBX3,TGFB1
BP	GO:0070169:Positive regulation of biomineral tissue development	47	3	0.15	0.00042	ADRB2,SLC8A1,TGFB1
BP	GO:0110151:Positive regulation of biomineralization	47	3	0.15	0.00042	ADRB2,SLC8A1,TGFB1
BP	GO:0006171:CAMP biosynthetic process	10	2	0.03	0.00042	ADCY4,ADCY5
BP	GO:0035865:Cellular response to potassium ion	10	2	0.03	0.00042	CACNA1H,PPARGC1A
BP	GO:0060346:Bone trabecula formation	10	2	0.03	0.00042	COL1A1,PPARGC1B
BP	GO:0060371:Regulation of atrial cardiac muscle cell membrane depolarization	10	2	0.03	0.00042	CACNA1G,SCN5A
BP	GO:0035265:Organ growth	204	5	0.63	0.00042	ADRA1A,CACNA2D2,MYH6,NPPA,PRKAR1A
BP	GO:0072522:Purine-containing compound biosynthetic process	205	5	0.64	0.00043	ADCY4,ADCY5,NPPA,PPARGC1A,TGFB1
BP	GO:0043268:Positive regulation of potassium ion transport	48	3	0.15	0.00045	ATP1B1,KCNH2,NPPA
BP	GO:0045933:Positive regulation of muscle contraction	48	3	0.15	0.00045	ADRA1A,ADRA1B,NPPA
BP	GO:0055010:Ventricular cardiac muscle tissue morphogenesis	48	3	0.15	0.00045	MYH6,RYR2,TGFB1
BP	GO:0009409:Response to cold	50	3	0.16	0.00050	ADRB1,ADRB2,PPARGC1A
BP	GO:0040015:Negative regulation of multicellular organism growth	11	2	0.03	0.00051	ADRB1,ADRB2
BP	GO:1901077:Regulation of relaxation of muscle	11	2	0.03	0.00051	CAMK2D,PDE4D
BP	GO:0072521:Purine-containing compound metabolic process	464	7	1.44	0.00056	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:2000649:Regulation of sodium ion transmembrane transporter activity	52	3	0.16	0.00056	ATP1A2,ATP1B1,CAMK2D
BP	GO:0007584:Response to nutrient	219	5	0.68	0.00059	COL1A1,KCNJ11,RYR3,SLC8A1,TGFB1
BP	GO:0045214:Sarcomere organization	53	3	0.16	0.00060	CASQ2,MYH6,PRKAR1A
BP	GO:0007596:Blood coagulation	336	6	1.04	0.00060	COL1A1,COL3A1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0002024:Diet induced thermogenesis	12	2	0.04	0.00061	ADRB1,ADRB2
BP	GO:0043117:Positive regulation of vascular permeability	12	2	0.04	0.00061	PDE2A,TGFB1
BP	GO:0045760:Positive regulation of action potential	12	2	0.04	0.00061	ADRA1A,SCN5A
BP	GO:1901387:Positive regulation of voltage-gated calcium channel activity	12	2	0.04	0.00061	CACNA2D1,CACNB2
BP	GO:2000650:Negative regulation of sodium ion transmembrane transporter activity	12	2	0.04	0.00061	ATP1A2,CAMK2D
BP	GO:0050708:Regulation of protein secretion	472	7	1.47	0.00062	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,TGFB1
BP	GO:0071496:Cellular response to external stimulus	339	6	1.05	0.00063	ATP1A2,COL1A1,NPPA,PDE2A,RYR3,TGFB1
BP	GO:0007599:Hemostasis	341	6	1.06	0.00065	COL1A1,COL3A1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0050817:Coagulation	342	6	1.06	0.00066	COL1A1,COL3A1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B
BP	GO:0003206:Cardiac chamber morphogenesis	129	4	0.4	0.00069	MYH6,RYR2,TBX3,TGFB1
BP	GO:0045859:Regulation of protein kinase activity	792	9	2.46	0.00070	ADCY4,ADCY5,ADRA1A,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0045055:Regulated exocytosis	794	9	2.47	0.00071	ADRA1A,ATP2A2,CACNA1D,CACNA1G,CACNA1H,CACNB2,CHRM2,NPPA,TGFB1
BP	GO:0005513:Detection of calcium ion	13	2	0.04	0.00072	CASQ2,RYR2
BP	GO:0010763:Positive regulation of fibroblast migration	13	2	0.04	0.00072	SLC8A1,TGFB1
BP	GO:0030007:Cellular potassium ion homeostasis	13	2	0.04	0.00072	ATP1A2,ATP1B1
BP	GO:0061430:Bone trabecula morphogenesis	13	2	0.04	0.00072	COL1A1,PPARGC1B
BP	GO:1902306:Negative regulation of sodium ion transmembrane transport	13	2	0.04	0.00072	ATP1A2,CAMK2D
BP	GO:0071333:Cellular response to glucose stimulus	133	4	0.41	0.00078	ADCY5,KCNJ11,PPARGC1A,PRKACA
BP	GO:0019229:Regulation of vasoconstriction	58	3	0.18	0.00078	ADRA1A,ADRA1B,ATP1A2
BP	GO:0001505:Regulation of neurotransmitter levels	355	6	1.1	0.00080	ADRA1A,ATP1A2,ATP2A2,CACNA1D,CACNB2,CHRM2
BP	GO:0032355:Response to estradiol	134	4	0.42	0.00080	COL1A1,KCNJ11,PPARGC1A,TGFB1
BP	GO:0071331:Cellular response to hexose stimulus	135	4	0.42	0.00082	ADCY5,KCNJ11,PPARGC1A,PRKACA
BP	GO:0007186:G protein-coupled receptor signaling pathway	1362	12	4.23	0.00083	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,CACNA1D,CHRM2,NPPA,PDE2A,PDE4D
BP	GO:0040007:Growth	986	10	3.06	0.00083	ADRA1A,ADRB1,ADRB2,CACNA2D2,CAMK2D,MYH6,NPPA,PDE4D,PRKAR1A,TGFB1
BP	GO:0009214:Cyclic nucleotide catabolic process	14	2	0.04	0.00084	PDE2A,PDE4D
BP	GO:0010248:Establishment or maintenance of transmembrane electrochemical gradient	14	2	0.04	0.00084	ATP1A2,ATP1B1
BP	GO:0010752:Regulation of cGMP-mediated signaling	14	2	0.04	0.00084	NPPA,PDE2A
BP	GO:0060452:Positive regulation of cardiac muscle contraction	14	2	0.04	0.00084	ADRA1A,NPPA
BP	GO:0086069:Bundle of His cell to Purkinje myocyte communication	14	2	0.04	0.00084	CACNA2D1,SCN5A
BP	GO:0099171:Presynaptic modulation of chemical synaptic transmission	14	2	0.04	0.00084	CACNA1D,CACNB2
BP	GO:0071326:Cellular response to monosaccharide stimulus	136	4	0.42	0.00084	ADCY5,KCNJ11,PPARGC1A,PRKACA
BP	GO:0002791:Regulation of peptide secretion	500	7	1.55	0.00087	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,TGFB1
BP	GO:0042593:Glucose homeostasis	241	5	0.75	0.00090	ADCY5,ADRA1B,KCNJ11,PPARGC1A,PRKACA
BP	GO:0033500:Carbohydrate homeostasis	242	5	0.75	0.00092	ADCY5,ADRA1B,KCNJ11,PPARGC1A,PRKACA
BP	GO:0007512:Adult heart development	15	2	0.05	0.00097	ADRA1A,MYH6
BP	GO:0014874:Response to stimulus involved in regulation of muscle adaptation	15	2	0.05	0.00097	PPARGC1A,SCN5A
BP	GO:0035864:Response to potassium ion	15	2	0.05	0.00097	CACNA1H,PPARGC1A
BP	GO:0051280:Negative regulation of release of sequestered calcium ion into cytosol	15	2	0.05	0.00097	CASQ2,TGFB1
BP	GO:0098719:Sodium ion import across plasma membrane	15	2	0.05	0.00097	HCN4,SLC8A1
BP	GO:0106106:Cold-induced thermogenesis	143	4	0.44	0.00102	ADRB1,ADRB2,PPARGC1A,PPARGC1B
BP	GO:0120161:Regulation of cold-induced thermogenesis	143	4	0.44	0.00102	ADRB1,ADRB2,PPARGC1A,PPARGC1B
BP	GO:0071322:Cellular response to carbohydrate stimulus	144	4	0.45	0.00104	ADCY5,KCNJ11,PPARGC1A,PRKACA
BP	GO:0071560:Cellular response to transforming growth factor beta stimulus	249	5	0.77	0.00104	COL1A1,COL3A1,PDE2A,PPARGC1A,TGFB1
BP	GO:0001934:Positive regulation of protein phosphorylation	1017	10	3.16	0.00106	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0035264:Multicellular organism growth	146	4	0.45	0.00110	ADRB1,ADRB2,CACNA2D2,PDE4D
BP	GO:0045989:Positive regulation of striated muscle contraction	16	2	0.05	0.00111	ADRA1A,NPPA
